track_name,artist_name,popularity,danceability,energy,key,loudness,acousticness,liveness,duration_ms,streaming_count,duration_minutes
i like the way you kiss me,Artemas,84,-0.35101073223573526,1.730269727847608,11,0.6170825687452908,-0.9894797782084405,-0.7442589281530261,142515,780000,2.37525
euphoria,Kendrick Lamar,78,1.194609666233118,0.0014219013550951479,1,0.41999826858534084,-0.8116782446172132,-0.733534819656081,383639,780000,6.393983333333333
Yeah Glo!,GloRilla,75,1.6143255503000915,0.09841996422761247,11,0.32745665538438995,-0.8973001273327968,-0.312230557276096,142703,850000,2.3783833333333333
SI NO ES CONTIGO,Cris Mj,85,0.7415829977163854,-0.09557616151742218,5,0.25064978333288057,-0.6542444602692045,0.19333455757988574,156171,790000,2.60285
Lonely Road (with Jelly Roll),mgk,78,-0.6841185767333325,0.20682956390866125,7,0.2869196951349821,-0.9525400516654314,1.4189469572307511,189357,780000,3.15595
us. (feat. Taylor Swift),Gracie Abrams,79,-0.7907130869725639,-0.5120972550288195,7,0.024229525097701207,0.9717821695507048,-0.6791482694215739,242667,780000,4.04445
Risk,Gracie Abrams,78,0.38182652565897957,-0.8715606644975602,3,0.14370688162227152,1.038859220526047,-0.7304707886569539,191587,830000,3.1931166666666666
TEFLON DON,Future,56,1.7608930018790345,-0.369453044922177,11,0.08050122649655009,-0.9794103291443773,-0.5113925722193617,159894,820000,2.6649
LOS CUADROS,Peso Pluma,83,0.8681639786254727,-0.5919780126885397,11,-1.094270549152407,0.26550027986916214,-0.6837443159202647,160424,870000,2.6737333333333333
the boy is mine,Ariana Grande,82,0.9547720181948481,-0.07275308790035928,7,0.1927779387662916,-0.37370455883703857,-0.8162636566325145,173640,750000,2.894
Linger - SiriusXM Session,Royel Otis,78,-1.650131325776366,-1.4250201997113348,2,-0.0080400287850512,2.1870605048686667,-0.6584660601774657,186000,870000,3.1
Guy For That (Feat. Luke Combs),Post Malone,78,-0.27106484955631177,1.5305678336983082,8,0.6589529816344818,-0.9691120289652219,-0.3428708672673677,164011,780000,2.7335166666666666
Heavy Is the Crown,Linkin Park,87,-0.5375511251543902,1.6275658965708255,4,0.7605620727859579,-0.9564068463687159,0.8980616873791333,167012,840000,2.783533333333333
Gata Only,FloyyMenor,87,0.9281233906350403,-0.8202087488591686,8,-0.5054178634241668,0.7666053077437762,-0.6883403624189555,222000,790000,3.7
SKI,Future,55,1.0946773128838385,-0.46074533939042794,11,-0.26379624509545974,-0.6771295717784388,0.39249657252315157,147593,890000,2.4598833333333334
PLUTOSKI,Future,55,0.9481098613048962,-0.626212623114134,9,-0.4344781829877032,-0.44078160981238057,0.20865471257552157,179023,850000,2.9837166666666666
No Son Doritos,Clave Especial,81,0.8748261355154247,1.0912236665698474,3,0.5210739786809037,1.1335562336677063,-0.6852763314198282,160714,780000,2.6785666666666668
TOO FAST,Future,52,-0.7307536749629963,-0.18686845598567378,5,0.021295929290178237,-0.4684015719786979,-0.404151487249911,205731,860000,3.42885
Q U E V A S H A C E R H O Y ?,Omar Courtz,89,-0.610834850943861,0.21824110071719272,6,0.07276720118580782,-0.5867728384057722,-0.5650131147040871,223320,810000,3.722
SOUTH OF FRANCE,Future,51,1.2479069213527336,0.007127669759360873,2,-0.1477858654343256,-0.8748095867116528,-0.4118115647477289,108953,890000,1.8158833333333333
MJ,Future,50,0.9547720181948481,-1.1169087058809861,9,-0.4768819769328076,-0.5867728384057722,-0.3275507122717319,114916,810000,1.9152666666666667
PRESS THE BUTTON,Future,50,1.1213259404436464,-0.3808645817307084,9,-0.2429943839148427,-0.7734048684724592,-0.580333269699723,170257,780000,2.8376166666666665
