track_id,track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,streaming_count
3ScaLvfm2RJvLaXETbIYut,La Guerita,Grupo Marca Registrada,75,0.766,0.9,4,-6.683,1,0.0475,0.655,0.000522,0.207,0.807,124.07,184165,4,800000
5D34wRmbFS29AjtTOP2QJe,"yes, and?",Ariana Grande,75,0.787,0.775,1,-6.614,1,0.0548,0.19,6.54E-05,0.113,0.787,118.998,214994,4,720000
1rmEsOezwf2lmIZTMAO5Ag,Chloe or Sam or Sophia or Marcus,Taylor Swift,71,0.516,0.451,0,-8.552,1,0.0446,0.78,0,0.105,0.218,70.266,213281,4,770000
2C11qhXSCvVzGogwOTP6aZ,SOUTH OF FRANCE - REMIX,Future,71,0.816,0.709,2,-6.235,1,0.0791,0.0687,0,0.124,0.563,141.021,183919,4,770000
3ZVFcD8Wlw9T9klGqmJf9F,Florida!!! (feat. Florence + The Machine),Taylor Swift,72,0.533,0.573,0,-7.123,1,0.138,0.178,0,0.309,0.398,150.088,215463,4,680000
2MoUuJhpSO4a0czxvsrSC6,Cherish (My Love),ILLIT,77,0.714,0.821,4,-3.835,1,0.065,0.236,0,0.164,0.303,142.97,176854,4,740000
74uSrR3QA8YlnbAf6h5lyx,Chips and Dip,Lil Uzi Vert,68,0.736,0.841,11,-7.032,0,0.296,0.02,0,0.47,0.665,130.926,166887,4,740000
3rXlcLZk3MCaRPND5g9QiW,Blow for Blow (feat. J. Cole),Tee Grizzley,69,0.675,0.478,1,-10.201,1,0.512,0.0731,7.80E-06,0.127,0.39,104.563,210286,4,690000
3BuLlji2QpVaaVRMURHiah,"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,68,0.749,0.505,11,-6.793,0,0.0458,0.0752,0,0.494,0.258,140.006,150943,4,800000
2U3jOPfO4wZZFaaWS4Dcj6,stranger,Olivia Rodrigo,71,0.442,0.599,0,-5.074,1,0.12,0.783,0,0.155,0.544,186.309,192772,4,700000
3K7vovoUvysvYih4CNKIOc,A Work of Art,Ice Nine Kills,70,0.293,0.98,8,-2.372,1,0.406,0.00611,0,0.341,0.195,200.499,238144,4,670000
4jCKLCyhHjrzz6be6NDhrd,Roc Steady (feat. Flo Milli),Megan Thee Stallion,67,0.958,0.869,0,-5.17,1,0.233,0.0105,0,0.0586,0.723,102.004,139193,4,760000
46oDV1H9EdVmnWSivShuH1,TELESCOPE,TWXN,74,0.539,0.433,10,-9.092,1,0.0327,0.114,7.65E-05,0.125,0.0999,130.037,143047,4,730000
57L5EYzCfHS7Jd58rV33lW,HIGHJACK,A$AP Rocky,70,0.61,0.682,7,-4.877,1,0.123,0.318,0,0.321,0.694,142.966,190075,4,710000
1aThn8Pk8zRzGGPClZe9Oq,Free Now,Gracie Abrams,70,0.557,0.387,0,-8.566,1,0.0998,0.411,0,0.197,0.337,149.899,214080,4,790000
3QJsSWa0Xo8MfaRn1gr4Be,favorite,Isabel LaRosa,78,0.726,0.652,10,-5.328,0,0.0779,0.00323,0.003,0.0905,0.625,97.032,133608,4,700000
1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,Tyla,76,0.683,0.814,2,-3.505,1,0.0466,0.277,0.00826,0.0858,0.758,93.482,156826,4,750000
3Ygb9jYG5TeibrrKJzCPmV,ORCHESTRATË,Yeat,70,0.58,0.865,9,-3.287,1,0.2,0.00377,0,0.185,0.55,146.924,173096,4,700000
3fvZo45Y28ly1QBo05pujJ,Let's Go Back,Jungle,75,0.525,0.749,9,-4.77,0,0.0292,0.146,0,0.236,0.789,71.582,169652,4,710000
6i5qhmmF9UNUBRyrPSGn4m,Two Faced,Linkin Park,44,0.51,0.945,1,-5.405,1,0.0804,0.000658,4.80E-06,0.0413,0.323,91.906,183584,4,710000
6aCBjSb87RizdH8lVBIRW7,Good Things Go,Linkin Park,44,0.541,0.757,2,-5.37,0,0.0421,0.00867,0,0.136,0.307,127.005,209845,4,730000
1EDPVGbyPKJPeGqATwXZvN,The Emptiness Machine,Linkin Park,44,0.466,0.872,7,-3.344,1,0.0336,0.0156,0,0.121,0.806,184.115,190428,4,760000
7M8eZBRTD9QNasEVReEM0H,IGYEIH,Linkin Park,44,0.442,0.968,2,-3.417,1,0.126,0.00227,1.53E-05,0.296,0.308,159.974,209084,4,700000
5mFZipkX1HZ4Idz5LOWpzq,Cut the Bridge,Linkin Park,47,0.622,0.936,7,-2.72,0,0.067,0.0212,3.09E-06,0.242,0.743,75.024,228607,4,670000
1uhces29ApKuQWFdpiUsvH,From Zero (Intro),Linkin Park,16,0.337,0.139,7,-18.884,1,0.165,0.621,5.20E-06,0.251,0,82.621,22174,3,710000
0J1IJsMbKWb5g2sJArTkGF,Stained,Linkin Park,45,0.516,0.868,6,-5.148,1,0.0969,0.0134,0,0.509,0.375,91.97,185415,4,700000
2HBBM75Xv3o2Mqdyh1NcM0,Heavy Is the Crown,Linkin Park,43,0.571,0.928,4,-3.725,0,0.0453,0.00932,0,0.297,0.488,127.939,167012,4,770000
7BkzAHnNW7WfrT4NcLaUDx,Casualty,Linkin Park,46,0.576,0.948,2,-4.082,1,0.173,0.00467,0.00838,0.322,0.5,159.928,140916,4,700000
7diOv6wm3ngF7Vt6ubK0Sf,Overflow,Linkin Park,45,0.515,0.654,8,-6.349,1,0.0492,0.116,0.000103,0.0966,0.306,133.916,211027,4,770000
3k4gjmYNJugQRlh2aounZ9,Over Each Other,Linkin Park,43,0.55,0.789,10,-4.634,1,0.0382,0.00241,0,0.428,0.317,147.947,170445,4,660000
44zZM2dn9AcOUt5XKUMNJ3,NO PIERDO LA VIDA,Calle 24,77,0.747,0.824,7,-4.353,0,0.0348,0.184,0,0.282,0.793,124.997,168547,3,710000
3OxL6MuctgZp1e0zxoAZhH,Young Metro,Future,71,0.716,0.664,6,-7.297,0,0.0571,0.11,0,0.11,0.209,112.054,205347,4,800000
059qzhNaJb8tsqpdl2bHfF,Una Velita,Bad Bunny,74,0.575,0.828,4,-6.599,0,0.154,0.724,0.00792,0.189,0.133,113.811,239986,4,700000
1wsDxqEDpsvNCatbXHjOje,BLANCA ROSITA Y MARIA,Tito Double P,79,0.767,0.656,11,-6.804,0,0.0561,0.3,0.00235,0.139,0.684,129.99,200658,3,750000
4oowI6IgJp9oqUnJewTp6Y,LINDA,Tito Double P,78,0.911,0.761,6,-6.712,0,0.0507,0.135,3.48E-05,0.163,0.948,124.983,224210,4,700000
63BroH3HiwxYD8T5qTZiJn,A Noite (La Notte) - Ao Vivo,Gusttavo Lima,81,0.752,0.518,11,-5.757,1,0.0349,0.6,0,0.101,0.577,145.957,201557,4,750000
1u6C9Afnnc0KSrsIXKcRP3,Law & Order,BigXthaPlug,67,0.886,0.459,9,-8.362,1,0.175,0.0129,0,0.0915,0.251,119.898,158042,4,770000
2KhLYFMNpETMeD33Jh9KeZ,Pula Fora - Ao Vivo,Murilo Huff,76,0.727,0.837,8,-4.139,1,0.118,0.451,0,0.463,0.866,137.983,149323,4,700000
3RwWW7KeVhHGayYJgUL5eZ,eternal sunshine,Ariana Grande,73,0.654,0.503,9,-7.065,1,0.0982,0.533,0,0.101,0.347,160.011,210200,4,780000
1NKUaH2zobKBC8LIcUH0p0,Passoa,JHAYCO,77,0.864,0.523,6,-5.375,0,0.0614,0.266,0,0.133,0.729,103.003,309280,4,680000
7syffZQA1dpkQelMckldEw,No Me Cansare,Sevdaliza,77,0.667,0.744,1,-4.634,0,0.0977,0.0667,0,0.211,0.562,167.911,162857,4,790000
2HSqF98IZ3OIGVUHHUwGdV,On D Gas,LEGADO 7,77,0.786,0.888,5,-5.875,0,0.0916,0.248,0,0.16,0.852,108.876,201323,3,680000
0vC82BouGPXm6X2K60RfQw,GOOD DAY,Forrest Frank,68,0.712,0.682,8,-6.968,1,0.144,0.061,0,0.145,0.716,76.033,170522,4,780000
5JeRMplL0U8IWbC3ZTaxLX,HOW I LOOK (feat. Megan Thee Stallion),GloRilla,66,0.752,0.776,10,-3.204,0,0.213,0.00449,0,0.198,0.191,161.944,118519,4,700000
57lsYy0OZLNb5OQ7fEa3Hs,Did It First (with Central Cee),Ice Spice,75,0.635,0.574,1,-7.453,1,0.322,0.229,0,0.126,0.592,153.938,118002,4,700000
0MIJFuEJpmgSjNjkbq29TQ,Blowing Smoke,Gracie Abrams,70,0.622,0.642,11,-5.115,1,0.0887,0.257,0,0.088,0.371,140.023,232280,4,690000
3ai1kBVQF9GusoxIdgBrjz,Quitter,Cameron Whitcomb,70,0.66,0.647,9,-6.937,1,0.0274,0.0126,0,0.149,0.77,105.137,161286,4,710000
5BmmDKMuVvqENYA6g750OX,Last Of My Kind (feat. Paul Cauthen),Shaboozey,70,0.551,0.504,7,-6.099,1,0.0247,0.319,9.95E-06,0.336,0.351,79.023,202025,4,660000
6G9YlbU3ByPJQvOFDRdwyM,her,JVKE,72,0.434,0.589,11,-5.529,1,0.0342,0.932,0.00022,0.496,0.582,143.728,142512,4,770000
7Eg4LsQTM6QOqeCS8EihZI,Blowing Smoke,Gracie Abrams,71,0.62,0.634,11,-5.098,1,0.0836,0.257,0,0.0875,0.373,139.968,232280,4,770000
2FoahzOSxJnalPA8aBUme3,all of me,21 Savage,70,0.652,0.806,5,-5.707,0,0.302,0.122,1.08E-05,0.842,0.779,159.947,198293,4,780000
5vCREmODQpdzOmcNOVsN6B,Roi - Instrumental Slowed,Mckyyy,77,0.413,0.282,7,-17.318,1,0.0506,0.728,0.866,0.105,0.248,194.34,92589,4,660000
3KMkikzv1EbgPwBEOwtR0k,Floating In Space,Calmly,71,0.152,0.00265,10,-41.83,1,0.0529,0.991,0.811,0.117,0.0713,68.994,126000,4,740000
7xJ1scIZpc33lZ7HpcrjCY,El Beneficio De La Duda,Grupo Firme,79,0.618,0.662,4,-6.081,0,0.151,0.17,0,0.316,0.426,150.118,245501,3,770000
7nfkuao1AhviRSUU5BXpYQ,2 Slippery (feat. BossMan Dlow),Luh Tyler,66,0.666,0.401,1,-8.802,1,0.312,0.0425,0.000175,0.145,0.16,79.027,159228,4,710000
0IdwfnHFfyb7zc7GFs75QQ,Hammer to the Heart,Teddy Swims,75,0.619,0.61,6,-5.552,0,0.0298,0.0508,0,0.0658,0.6,107.941,192317,4,700000
6Q2UhuLaPUlC9VANQOjPxo,Neta,Gabito Ballesteros,78,0.694,0.472,8,-8.311,1,0.0354,0.297,0,0.105,0.571,114.144,179968,3,660000
6mTpK40yIRk1xGGNvRMHGg,Me Caiu Tão Bem - Ao Vivo,Murilo Huff,79,0.569,0.724,1,-4.049,1,0.041,0.518,0,0.448,0.373,133.557,156146,4,810000
7xPsH48BHo1dvbv4c5ps2g,Bendecido,LOS DOS DE TAMAULIPAS,69,0.468,0.857,9,-2.312,0,0.385,0.174,1.04E-06,0.073,0.75,203.102,164708,3,680000
5og4Qzt92jJzVDkOtSEilb,But Daddy I Love Him,Taylor Swift,71,0.521,0.72,4,-7.684,1,0.104,0.384,0,0.135,0.438,79.943,340428,4,670000
59UWPiUEQPd0jVVzikHyoV,Can't Hold Me Down,Doodles,68,0.845,0.482,11,-4.392,1,0.316,0.0679,0,0.0411,0.701,119.99,197627,4,690000
093MlZS93ZKlHpGkmb3k3W,BROTHER STONE (FEAT. KODAK BLACK),Don Toliver,70,0.83,0.529,1,-6.374,1,0.324,0.0733,0,0.107,0.54,157.009,202840,4,690000
6VG3H64odw9YFcvY0NUZpL,Touch (ft. YEONJUN of TOMORROW X TOGETHER),KATSEYE,74,0.749,0.876,0,-3.054,0,0.106,0.447,0,0.144,0.758,166.992,129883,4,680000
5ZLL6wYXeqg0k35ZkDRfhZ,Pour Me A Drink (Feat. Blake Shelton),Post Malone,70,0.577,0.904,11,-3.817,1,0.033,0.0018,0,0.308,0.861,119.033,195123,4,690000
32rUiWgyd3Du6uJe0CbXR3,Fall Fast in Love,Rod Wave,66,0.731,0.651,1,-8.237,1,0.0894,0.0434,3.55E-06,0.143,0.416,89.013,172603,4,700000
6fqbblMIytVYfUn8ra4bdV,Roses,Jenna Raine,71,0.501,0.62,0,-7.52,1,0.0335,0.71,3.40E-06,0.0709,0.373,103.657,190535,4,750000
0GJ8peTqHq9pu5Yf2vHjjX,Fix What You Didn't Break,Nate Smith,67,0.433,0.878,8,-4.014,1,0.0435,0.000736,0,0.0909,0.464,156.052,201555,4,740000
1llaUCfG1g5WzKt6JafYyk,Despídase bien,Carin Leon,77,0.689,0.577,11,-5.029,0,0.0482,0.623,0.00653,0.197,0.382,160.025,231375,3,670000
6SMlN14kkjXfr07TT6gQN3,Fuck Fame (feat. Lil Yachty & Lil Baby),Rod Wave,67,0.616,0.365,5,-13.708,0,0.21,0.154,3.89E-06,0.178,0.27,169.927,183529,4,570000
2TOO5Dp8mlKhSq8xTGPXwX,No Caller ID,Megan Moroney,66,0.344,0.529,4,-6.091,1,0.0394,0.118,0,0.197,0.12,146.469,208759,4,770000
2uUfFZdKQkUoFHFYTbjvgb,Indifferent,Megan Moroney,66,0.635,0.537,6,-6.296,1,0.0476,0.0467,0,0.0853,0.511,107.421,176023,3,710000
2SPbioo65CuUB3H0aW1ID5,Bored,Laufey,70,0.508,0.419,7,-9.786,1,0.0429,0.912,2.22E-05,0.114,0.257,139.109,213213,3,690000
25f7KnoDqO7nBbPahi15UE,NEVER GET USED TO THIS,Forrest Frank,68,0.649,0.696,11,-8.059,1,0.0371,0.333,0,0.465,0.958,147.002,145035,4,760000
6yIaRllz0lCXuISYsqyCNH,Don’t Mind If I Do (ft. Ella Langley),Riley Green,67,0.411,0.369,5,-9.579,1,0.031,0.686,0,0.157,0.214,87.548,218946,4,690000
3ElI5xtTBJlYf5sFSiNbJD,Aquí Te Espero,Ivan Cornejo,69,0.541,0.307,10,-10.663,0,0.0243,0.573,5.72E-06,0.0992,0.25,92.886,255373,4,720000
3Hp8GJDsH3E7fumfAACH2k,Love in Paradise,Jorge Rivera-Herrans,69,0.414,0.59,1,-7.22,1,0.0986,0.536,0,0.142,0.339,170.138,250588,4,720000
4e1aewX6ATPcdfQIqr7gqO,Sticky,KISS OF LIFE,77,0.702,0.701,10,-3.86,0,0.0758,0.391,0,0.132,0.595,99.971,157120,4,670000
0NsGFMIo2aNbAkJu48ndaf,Morena Canela,Chino Pacas,76,0.658,0.614,10,-6.981,1,0.0324,0.105,2.18E-05,0.092,0.465,119.893,178337,3,740000
4KYCSg9y5P8BVbtSY3vGGf,Lo Que Hay X Aquí,La Receta,76,0.69,0.502,0,-7.242,1,0.096,0.697,0,0.213,0.747,153.991,158546,4,700000
1GClDyMiSLrpzjzwIfWRIa,Take A Bite,beabadoobee,69,0.537,0.631,0,-6.558,1,0.0263,0.0453,0.003,0.325,0.491,91.007,158867,4,680000
1P6qJ2YZjVlsxO8JMiYUqw,Wouldn't You Like,Jorge Rivera-Herrans,69,0.74,0.642,7,-5.548,0,0.115,0.548,0,0.114,0.528,97.999,174041,4,760000
2mEMKgLqH3VZaSYO7iYCzp,Daylight,David Kushner,75,0.51,0.432,5,-9.492,1,0.0334,0.825,0.000294,0.0933,0.31,129.872,212954,4,720000
25uMKq5kygC2woAfeetEfE,Nosedive (Feat. Lainey Wilson),Post Malone,68,0.287,0.782,10,-2.974,1,0.0439,0.108,0,0.0825,0.471,154.154,192459,4,720000
7KGqSVxESDoLeeRCiIxZZ2,The Rush (feat. Big Time Rush),Lil Uzi Vert,67,0.587,0.623,1,-4.867,1,0.16,0.161,0,0.272,0.319,128.272,186781,4,740000
7L3DFvnpn12NPHQf7yq4W2,Unsweetened Lemonade,Amélie Farren,69,0.775,0.493,7,-13.708,0,0.0925,0.257,0,0.126,0.455,119.901,144000,4,750000
4eIYnlcgI2chjQBuW1VRr7,FUK SUMN,¥$,72,0.774,0.818,4,-2.825,0,0.145,0.127,0,0.0529,0.438,142.084,209577,4,660000
2EeaJokLoMX2e3ZAGraQaY,Drive The Boat,Kodak Black,54,0.92,0.376,7,-7.607,1,0.363,0.119,0,0.121,0.366,135.079,135111,4,590000
2zZYe0VgBUAamZ9zTxzE4l,Laced max,LAZER DIM 700,67,0.77,0.515,11,-11.788,0,0.0804,0.0327,6.93E-06,0.162,0.084,99.968,90005,4,660000
5rHhO6SBSzo3E9m3KHyCtt,Peça Íntima,Murilo Huff,81,0.669,0.877,5,-2.768,1,0.0663,0.218,0,0.166,0.755,152.049,169591,4,650000
32VIrOsJmwvqRm4rWFBCsi,Shiver,John Summit,70,0.539,0.92,4,-4.729,0,0.0341,0.00158,6.82E-05,0.16,0.0565,126.999,234331,4,710000
5CJ3DQPUmrtI2lqRjPk4K6,FLY,Quavo,72,0.624,0.816,7,-2.606,1,0.0334,0.0102,1.33E-05,0.194,0.635,159.974,157173,4,680000
3E9uSlxdkqijIBCu2rYQBj,Martes 13,Luis R Conriquez,74,0.647,0.834,9,-6.292,0,0.173,0.546,0,0.209,0.394,144.01,163341,3,690000
58AZXyKRlsMBMcrRjpJpVG,Debut,KATSEYE,75,0.866,0.604,11,-4.286,1,0.0763,0.00999,0,0.218,0.714,121.99,123282,4,670000
18dlAFKaajLjRgBNZZ4ThU,Not My Fault (with Megan Thee Stallion),Reneé Rapp,69,0.811,0.792,1,-6.081,0,0.175,0.1,0,0.395,0.854,124.01,170528,4,680000
5L5GwmHf7R1zK4APVerRFL,Paars In The Mars,Lil Uzi Vert,67,0.656,0.724,6,-5.732,0,0.375,0.297,0,0.25,0.483,77.492,180022,4,700000
6dibjdPRlDUZabs8aokY4D,Winning Streak,Jelly Roll,67,0.601,0.812,7,-4.735,0,0.0413,0.0594,0,0.155,0.422,83.953,194413,4,730000
0JjecOzaIzBTfIY35QGmgw,Wait For You,Myles Smith,76,0.642,0.713,6,-5.281,1,0.0451,0.161,0,0.137,0.302,123.943,201533,4,830000
2ORD5RHyZI9LGibgqcwr3v,Please Be Rude,Gigi Perez,69,0.501,0.519,3,-7.994,0,0.0284,0.425,0,0.0783,0.359,92.029,180000,4,780000
6KzdWw8Hi1bz1lVw2AXDzb,Touches,Somnum Magnam,72,0.138,0.00161,5,-43.643,1,0.0532,0.977,0.971,0.0951,0.155,140.997,144750,1,680000
3tQxah06DC8HdTrfIlXtDv,Intercambio Injusto,Ivan Cornejo,69,0.593,0.274,0,-10.489,0,0.0321,0.83,1.10E-05,0.219,0.223,133.624,205283,4,670000
5xyaPwLmgoyGlDDu2H0Uix,365 featuring shygirl,Charli xcx,71,0.735,0.654,0,-8.633,1,0.237,0.244,0.00514,0.709,0.688,137.713,120053,4,650000
0UXfmA5wYIE1uBvFzOdlCR,Me Acostumbre A Lo Bueno II,Chuyin,71,0.527,0.746,6,-5.272,0,0.0611,0.566,0,0.116,0.96,100.082,126922,3,700000
5srHQMMvaXT2S3nXy1jq6g,Passport Junkie,Rod Wave,66,0.406,0.619,1,-6.762,1,0.0958,0.255,1.23E-06,0.399,0.601,83.53,147750,4,670000
1bJRd2ey6ER7neSxZwYdAG,Kisses (feat. bbyclose),BL3SS,83,0.793,0.779,9,-4.609,0,0.0581,0.279,0.000311,0.314,0.687,142.002,138247,4,680000
52A0oY4u5ufxrHC85JGf4x,Why Why Why,Shawn Mendes,78,0.576,0.735,7,-6.75,1,0.091,0.00662,2.68E-06,0.475,0.455,104.992,169041,4,670000
20hxZJQBUWzgDdRe2tmTRJ,Capo,NLE Choppa,68,0.614,0.953,2,-4.162,1,0.0688,0.119,0,0.331,0.593,154.969,192200,4,770000
6hA12wp8wT93WpLwNYUmOq,FRESITA,Fuerza Regida,73,0.913,0.725,10,-4.045,0,0.0815,0.0286,0.000428,0.0483,0.816,101.011,142667,4,270000
0BzTjRJQjOxMZpCAGnPXhp,Evergreen (feat. Caamp),Richy Mitch & The Coal Miners,68,0.556,0.335,2,-11.735,1,0.0302,0.512,0.0601,0.129,0.378,76.175,177513,4,750000
5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),HUGEL,83,0.704,0.787,11,-6.751,0,0.0462,0.00926,0.00538,0.159,0.31,119.996,214000,4,670000
6v9i26kpd5HeRx2XYjG3fp,Mama I Lied,Megan Moroney,65,0.393,0.491,1,-5.571,1,0.0267,0.0899,0,0.106,0.37,139.604,207736,3,690000
3kvgQZmOgwjfVnuduPPDZG,Someone In This Room (feat. Bailey Zimmerman),Jessie Murph,67,0.48,0.338,3,-8.899,1,0.0346,0.488,0,0.103,0.267,145.531,200967,4,760000
2YFhqZvhTpyK13gKXMKV7R,"Girl, so confusing featuring lorde",Charli xcx,72,0.692,0.823,11,-7.209,0,0.0547,0.17,0.00802,0.134,0.458,124.964,207412,4,700000
7DYa1xK4QzVZTejOnPBzQN,BË QUIET (FEAT. KODAK BLACK),Yeat,69,0.692,0.558,5,-7.811,1,0.266,0.0121,0.0188,0.789,0.387,148.984,174838,4,500000
2kXqLlHRP5uYfPmAnjcM46,Dirt Turns to Gold,Zach Top,65,0.602,0.773,4,-5.747,1,0.0614,0.649,0.000679,0.116,0.647,82.27,190518,1,700000
0DNJj91kvOUXQrgQj7wosE,Free Now - Live From Vevo,Gracie Abrams,69,0.428,0.541,0,-10.301,1,0.0472,0.459,4.09E-06,0.127,0.32,149.89,240324,4,710000
56qiAh3R5y85Ng26tkAUD3,TGIF,GloRilla,67,0.884,0.526,10,-6.556,0,0.376,0.0736,6.23E-05,0.13,0.228,140.049,164571,4,770000
6bryx7HyB4lVDc0KQXuoJ0,Get In With Me,BossMan Dlow,65,0.612,0.649,1,-5.553,0,0.384,0.133,0,0.11,0.219,158.9,120793,4,800000
2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),Wizkid,77,0.737,0.648,1,-5.493,1,0.138,0.252,6.92E-06,0.105,0.746,93.2,259354,4,690000
42GhSb1Rca49SbHhunbc0z,World Tour (Aquafina),Juice WRLD,68,0.691,0.492,1,-4.996,1,0.0616,0.0592,0,0.176,0.445,147.979,155712,4,660000
6puhdS8hZGcy38lvnixSm7,hysteric,jaydes,67,0.717,0.0669,1,-19.65,1,0.0512,0.984,3.47E-06,0.18,0.542,100.021,106639,4,470000
4xTgbiXPiMy4u4veI4j9tk,Shadow,Livingston,70,0.737,0.701,2,-4.44,1,0.0929,0.101,0,0.0643,0.619,140.055,157714,4,770000
67smGwuPEtA6GAfeweAVNO,SLAY!,Eternxlkz,80,0.681,0.773,1,-4.706,1,0.0345,0.0863,0.734,0.0978,0.504,129.923,107077,4,660000
4JWJ5BFdXnyV7BzTLj7dfJ,MR INTERNACIONAL,Tito Double P,76,0.814,0.629,4,-9.374,0,0.0686,0.494,3.64E-06,0.109,0.639,129.997,184091,3,700000
7JKwHEhYWjEDiaAVqm0RZd,NEVER LAST,Lil Tecca,69,0.669,0.673,6,-6.258,1,0.0585,0.0165,0,0.138,0.367,126.985,141732,4,690000
1pnDvUuAEd6z8bKEsbAjk1,We Don't Trust You,Future,70,0.779,0.508,6,-7.169,0,0.271,0.478,0.000439,0.243,0.346,124.091,226213,4,510000
3zPco1u9i9bCjkG5pngR5t,Clouds,BUNT.,75,0.7,0.748,9,-8.16,0,0.0771,0.226,0.796,0.104,0.154,130.056,158761,4,830000
5CYblb1W46TNSWMR7BBwS2,Death Wish Love (From Twisters: The Album),Benson Boone,70,0.692,0.676,0,-5.888,1,0.0595,0.606,0,0.12,0.47,122.926,223955,4,680000
3GWUv0TDO5E3cHfsxYeptt,TOMMY & PAMELA,Peso Pluma,77,0.798,0.797,11,-3.797,0,0.0471,0.382,0.00039,0.164,0.51,94.012,209424,4,670000
59h6Uw3m5ClwHnEcKXh8hg,The Ballad of the Witches' Road (Sacred Chant Version),Kathryn Hahn,71,0.507,0.217,10,-6.367,1,0.0434,0.707,0,0.0876,0.531,132.744,197693,4,650000
0Izt8MdEU7zDy2hDsm5YkH,Wanna Be (with Megan Thee Stallion),GloRilla,66,0.919,0.629,1,-5.17,1,0.376,0.0226,0,0.146,0.407,135.05,156444,4,720000
6saYisCUAZXc505blie9kZ,Otaku Hot Girl,Megan Thee Stallion,68,0.757,0.756,0,-3.198,1,0.0664,0.0655,0,0.149,0.505,157.989,158663,4,690000
3aAnwyBJY9OLNLqSgd4fZU,Deja Vu,TOMORROW X TOGETHER,77,0.357,0.572,5,-5.339,0,0.069,0.0811,0,0.145,0.238,162.844,171428,4,710000
7z3PblAN3dH1JMewiRydkZ,GIRLS,The Kid LAROI,72,0.731,0.734,7,-3.145,0,0.0515,0.0382,1.67E-06,0.353,0.797,101.008,152980,4,680000
53lS5rsYcbEMtpM2grepw5,KEEP IT COOL,Internet Money,69,0.626,0.525,10,-7.411,1,0.0419,0.0178,1.39E-05,0.125,0.131,162.004,106667,4,700000
7Gxf7hWyHaQjCTXtqOkNNV,No Longer You,Jorge Rivera-Herrans,69,0.295,0.437,0,-5.118,0,0.032,0.555,0,0.119,0.382,200.015,167700,3,690000
5jVExEArvISIYu8mamVgfV,LA DURANGO,Peso Pluma,72,0.737,0.726,3,-7.29,0,0.0537,0.689,0,0.169,0.887,127.926,262883,3,350000
7CYiqFCysFb6V4aDgvNzC5,giving girls cocaine,Lil Peep,0,0.635,0.729,11,-8.133,1,0.042,0.336,0.00968,0.111,0.135,89.973,155573,4,700000
1vJCkmbu3YzIe6NjXS9BXX,Wine Into Whiskey,Tucker Wetmore,65,0.712,0.699,8,-5.251,0,0.0365,0.0677,0.00271,0.0932,0.3,149.949,166343,4,350000
4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),GloRilla,67,0.836,0.691,1,-4.222,1,0.363,0.00586,0,0.282,0.703,167.029,149461,4,720000
0dEAiKNbHt4mrjjoiL0loc,Corazón de Piedra,Xavi,74,0.834,0.763,2,-5.475,1,0.0835,0.0354,2.33E-06,0.273,0.633,134.844,193568,3,770000
1NHflT1W5O7fntEXN9rfe9,I'd Rather Pretend (with d4vd),Bryant Barnes,71,0.562,0.333,8,-9.116,1,0.0285,0.916,0.00315,0.0926,0.329,129.899,184560,4,750000
6eVlPB1UhuyPUQSf9utzit,Little Wolf,Jorge Rivera-Herrans,69,0.566,0.656,4,-5.855,0,0.151,0.372,0,0.194,0.403,74.894,193600,4,340000
0DhCbTQZfWD8P8pOlg3jv9,TOO FAST,Future,69,0.542,0.61,5,-6.497,0,0.419,0.133,0,0.127,0.317,83.51,205731,4,680000
745JbQYxoYIegHzHTUxETp,"Everywhere, Everything (with Gracie Abrams)",Noah Kahan,68,0.299,0.357,11,-9.731,1,0.0372,0.538,0,0.133,0.278,179.664,257668,3,680000
03MqlviAY1kvFqdaGl5Mhg,Cero Empatía,Julión Álvarez y su Norteño Banda,76,0.68,0.429,2,-4.807,0,0.0341,0.342,0,0.241,0.589,140.149,189525,3,740000
7pM9Mn8WdnjNjYEoMW93Nt,Legendary,Jorge Rivera-Herrans,68,0.602,0.632,2,-5.219,1,0.0761,0.37,0,0.126,0.329,95.006,194442,4,770000
4EF6IyONolQy0bIQXm2EmX,The Albatross,Taylor Swift,70,0.352,0.479,2,-8.942,1,0.0583,0.655,0,0.0935,0.292,172.013,183879,4,690000
18NLDIUv9K3XWdCbUSxffi,Cold Beer & Country Music,Zach Top,65,0.585,0.674,2,-5.261,1,0.041,0.235,9.27E-06,0.185,0.642,172.04,186168,4,740000
6KJUSJHXRrTjSMpi9PzjEy,Risk,Gracie Abrams,70,0.708,0.482,3,-6.032,0,0.0729,0.52,0,0.142,0.486,113.003,191587,4,770000
7cXGHxIoogqDTvbuLj0dsO,POR QUÉ SERÁ,Grupo Frontera,75,0.655,0.699,10,-5.809,1,0.0499,0.287,0,0.213,0.702,152.08,209492,4,750000
